age,type,origin,rarity
1252,2,2,1.09102
1252,4,5,1.09102
1253,2,5,1.09111
1253,4,6,1.09111
1253,2,1,1.09111
1253,1,2,1.09111
1253,3,2,1.09111
1254,3,3,1.09121
1255,3,1,1.09131
1255,4,5,1.09131
1255,2,5,1.09131
1255,3,3,1.09131
1255,1,1,1.09131
1255,3,5,1.09131
1255,2,4,1.09131
1255,0,4,1.09131
1255,1,4,1.09131
1255,4,6,1.09131
1255,3,6,1.09131
1255,4,0,1.09131
1256,3,5,1.0914
1256,3,1,1.0914
1256,2,3,1.0914
1257,2,5,1.0915
1257,3,5,1.0915
1257,0,4,1.0915
1258,2,1,1.0916
1258,0,3,1.0916
1258,2,3,1.0916
1258,2,6,1.0916
1259,3,4,1.09169
1259,4,5,1.09169
1259,3,1,1.09169
1260,1,4,1.09179
1260,2,5,1.09179
1260,1,3,1.09179
1261,3,1,1.09189
1262,4,6,1.09199
1262,1,0,1.09199
1262,0,2,1.09199
1262,2,2,1.09199
1263,2,4,1.09208
1263,4,2,1.09208
1263,0,0,1.09208
1263,0,5,1.09208
1263,0,4,1.09208
1264,2,4,1.09218
1264,0,0,1.09218
1264,4,5,1.09218
1264,4,3,1.09218
1265,3,0,1.09228
1265,1,2,1.09228
1265,3,6,1.09228
1265,3,4,1.09228
1265,4,0,1.09228
1265,1,6,1.09228
1266,2,3,1.09237
1266,0,5,1.09237
1266,2,4,1.09237
1266,4,1,1.09237
1266,4,0,1.09237
1266,0,1,1.09237
1267,0,0,1.09247
1267,0,6,1.09247
1267,0,3,1.09247
1267,4,3,1.09247
1267,3,4,1.09247
1268,0,5,1.09257
1268,0,4,1.09257
1268,1,4,1.09257
1268,2,0,1.09257
1268,3,3,1.09257
1268,0,2,1.09257
1269,4,6,1.09266
1269,1,6,1.09266
1270,3,6,1.09276
1270,0,6,1.09276
1270,4,4,1.09276
1271,1,6,1.09286
1271,3,0,1.09286
1271,3,6,1.09286
1271,3,4,1.09286
1271,2,6,1.09286
1271,1,3,1.09286
1271,3,1,1.09286
1272,0,5,1.09295
1272,3,5,1.09295
1272,4,2,1.09295
1272,1,4,1.09295
1272,0,4,1.09295
1272,0,6,1.09295
1272,3,3,1.09295
1272,1,3,1.09295
1273,3,1,1.09305
1273,0,4,1.09305
1273,2,6,1.09305
1273,0,1,1.09305
1274,4,3,1.09315
1274,1,6,1.09315
1275,1,0,1.09325
1275,2,6,1.09325
1275,2,1,1.09325
1275,0,4,1.09325
1275,3,2,1.09325
1275,0,0,1.09325
1276,0,6,1.09334
1276,0,2,1.09334
1276,1,1,1.09334
1277,2,2,1.09344
1277,3,3,1.09344
1277,1,5,1.09344
1277,2,6,1.09344
1277,4,6,1.09344
1278,0,0,1.09354
1278,4,1,1.09354
1278,0,1,1.09354
1278,2,6,1.09354
1278,3,2,1.09354
1278,4,4,1.09354
1279,2,6,1.09363
1279,0,5,1.09363
1280,1,2,1.09373
1280,2,5,1.09373
1280,0,1,1.09373
1280,3,5,1.09373
1280,0,2,1.09373
1280,3,2,1.09373
1281,2,4,1.09383
1281,2,2,1.09383
1281,3,0,1.09383
1281,4,1,1.09383
1281,3,3,1.09383
1281,3,4,1.09383
1281,2,0,1.09383
1281,4,6,1.09383
1281,4,0,1.09383
1281,0,3,1.09383
1282,1,3,1.09392
1282,3,2,1.09392
1283,1,5,1.09402
1283,3,2,1.09402
1283,3,3,1.09402
1283,1,6,1.09402
1284,3,3,1.09412
1284,1,3,1.09412
1284,2,4,1.09412
1284,4,3,1.09412
1285,1,6,1.09422
1285,4,3,1.09422
1285,3,3,1.09422
1285,0,0,1.09422
1286,4,0,1.09431
1286,3,3,1.09431
1287,0,1,1.09441
1287,0,4,1.09441
1287,1,4,1.09441
1287,3,6,1.09441
1287,1,6,1.09441
1287,1,2,1.09441
1287,4,6,1.09441
1287,2,3,1.09441
1287,3,3,1.09441
1288,3,3,1.09451
1288,3,6,1.09451
1288,1,1,1.09451
1288,2,5,1.09451
1288,1,5,1.09451
1288,1,4,1.09451
1288,3,1,1.09451
1289,4,6,1.0946
1289,2,4,1.0946
1289,3,6,1.0946
1289,2,2,1.0946
1289,0,3,1.0946
1289,1,4,1.0946
1289,1,1,1.0946
1289,2,3,1.0946
1290,3,1,1.0947
1290,3,5,1.0947
1290,4,3,1.0947
1290,1,5,1.0947
1291,1,5,1.0948
1291,2,6,1.0948
1291,4,1,1.0948
1291,0,0,1.0948
1291,0,5,1.0948
1291,3,3,1.0948
1291,4,2,1.0948
1291,3,0,1.0948
1292,2,5,1.09489
1292,1,5,1.09489
1292,4,2,1.09489
1293,0,0,1.09499
1293,0,3,1.09499
1294,1,2,1.09509
1294,0,6,1.09509
1294,3,6,1.09509
1294,3,1,1.09509
1294,0,5,1.09509
1294,1,5,1.09509
1294,2,6,1.09509
1295,4,0,1.09518
1295,0,5,1.09518
1295,3,1,1.09518
1296,4,4,1.09528
1296,3,5,1.09528
1296,3,0,1.09528
1296,0,4,1.09528
1296,1,1,1.09528
1297,2,6,1.09538
1297,2,2,1.09538
1297,0,6,1.09538
1297,3,2,1.09538
1297,2,3,1.09538
1298,3,1,1.09548
1298,0,4,1.09548
1298,3,4,1.09548
1298,2,0,1.09548
1299,1,0,1.09557
1299,0,3,1.09557
1299,2,5,1.09557
1299,4,6,1.09557
1299,0,6,1.09557
1299,4,0,1.09557
1300,1,1,1.09567
1300,1,4,1.09567
1300,2,3,1.09567
1300,1,3,1.09567
1301,4,4,1.09577
1301,1,4,1.09577
1301,1,0,1.09577
1301,4,2,1.09577
1301,0,6,1.09577
1302,0,1,1.09586
1302,2,3,1.09586
1302,4,0,1.09586
1302,3,0,1.09586
1303,1,2,1.09596
1303,4,0,1.09596
1303,4,4,1.09596
1303,3,5,1.09596
1303,0,4,1.09596
1303,2,5,1.09596
1303,4,6,1.09596
1303,2,3,1.09596
1304,0,4,1.09606
1304,2,1,1.09606
1304,4,4,1.09606
1304,3,2,1.09606
1304,4,1,1.09606
1304,4,3,1.09606
1304,4,2,1.09606
1304,0,1,1.09606
1304,2,3,1.09606
1304,0,2,1.09606
1304,1,0,1.09606
1305,4,1,1.09615
1305,0,2,1.09615
1305,4,3,1.09615
1306,2,4,1.09625
1306,1,6,1.09625
1306,3,0,1.09625
1307,4,3,1.09635
1307,1,6,1.09635
1307,1,3,1.09635
1308,4,6,1.09645
1308,0,0,1.09645
1308,1,2,1.09645
1309,0,6,1.09654
1309,4,0,1.09654
1309,3,0,1.09654
1309,3,1,1.09654
1309,1,1,1.09654
1310,4,4,1.09664
1310,2,1,1.09664
1311,3,5,1.09674
1311,0,5,1.09674
1311,4,2,1.09674
1311,3,4,1.09674
1311,1,6,1.09674
1311,2,4,1.09674
1311,0,2,1.09674
1311,1,1,1.09674
1312,3,3,1.09683
1312,3,5,1.09683
1313,2,4,1.09693
1313,1,4,1.09693
1314,1,3,1.09703
1314,1,2,1.09703
1315,0,1,1.09712
1315,2,2,1.09712
1315,4,0,1.09712
1315,3,3,1.09712
1315,0,2,1.09712
1315,2,5,1.09712
1316,1,4,1.09722
1316,1,2,1.09722
1316,4,3,1.09722
1316,3,6,1.09722
1316,2,4,1.09722
1317,1,5,1.09732
1317,2,0,1.09732
1317,2,5,1.09732
1317,4,0,1.09732
1318,1,5,1.09742
1318,2,0,1.09742
1318,3,4,1.09742
1318,0,3,1.09742
1318,1,4,1.09742
1318,2,2,1.09742
1318,1,0,1.09742
1319,4,5,1.09751
1319,3,0,1.09751
1319,2,2,1.09751
1319,0,4,1.09751
1319,4,2,1.09751
1320,1,0,1.09761
1320,0,4,1.09761
1320,1,2,1.09761
1320,3,1,1.09761
1320,2,3,1.09761
1321,4,6,1.09771
1321,1,4,1.09771
1321,4,0,1.09771
1321,3,2,1.09771
1321,0,0,1.09771
1321,1,5,1.09771
1321,1,2,1.09771
1321,3,0,1.09771
1322,4,4,1.0978
1322,2,3,1.0978
1322,1,6,1.0978
1322,1,5,1.0978
1322,4,1,1.0978
1323,0,0,1.0979
1323,4,6,1.0979
1323,4,3,1.0979
1323,2,5,1.0979
1323,3,0,1.0979
1324,2,6,1.098
1324,1,6,1.098
1325,1,3,1.09809
1325,3,1,1.09809
1325,2,2,1.09809
1325,3,6,1.09809
1325,0,1,1.09809
1326,2,4,1.09819
1326,3,4,1.09819
1326,1,0,1.09819
1326,2,2,1.09819
1326,0,4,1.09819
1327,4,6,1.09829
1327,3,5,1.09829
1327,1,3,1.09829
1328,4,3,1.09838
1328,1,6,1.09838
1328,1,4,1.09838
1328,0,3,1.09838
1328,4,1,1.09838
1329,0,3,1.09848
1329,4,0,1.09848
1329,0,0,1.09848
1329,4,6,1.09848
1330,4,4,1.09858
1330,1,5,1.09858
1330,1,3,1.09858
1331,1,1,1.09868
1331,1,2,1.09868
1331,2,6,1.09868
1332,3,3,1.09877
1332,0,6,1.09877
1332,4,0,1.09877
1332,3,6,1.09877
1332,4,3,1.09877
1332,0,2,1.09877
1333,1,4,1.09887
1333,4,6,1.09887
1333,3,3,1.09887
1333,0,5,1.09887
1334,4,4,1.09897
1334,4,1,1.09897
1334,2,3,1.09897
1334,0,5,1.09897
1334,0,4,1.09897
1335,0,3,1.09906
1335,1,3,1.09906
1335,1,1,1.09906
1335,2,5,1.09906
1335,4,1,1.09906
1335,1,5,1.09906
1336,0,3,1.09916
1336,1,5,1.09916
1337,2,3,1.09926
1337,0,6,1.09926
1338,3,0,1.09935
1338,0,6,1.09935
1338,3,3,1.09935
1338,0,3,1.09935
1339,1,6,1.09945
1340,3,2,1.09955
1340,4,6,1.09955
1340,4,3,1.09955
1341,1,5,1.09965
1341,4,2,1.09965
1341,4,0,1.09965
1341,2,6,1.09965
1342,3,2,1.09974
1342,2,1,1.09974
1343,2,3,1.09984
1343,2,4,1.09984
1344,3,6,1.09994
1344,1,5,1.09994
1344,0,5,1.09994
1344,4,1,1.09994
1344,1,1,1.09994
1344,2,4,1.09994
1345,4,0,1.10003
1345,2,3,1.10003
1345,1,3,1.10003
1345,4,1,1.10003
1346,4,4,1.10013
1347,2,0,1.10023
1348,0,3,1.10032
1348,3,6,1.10032
1348,1,5,1.10032
1349,0,1,1.10042
1349,3,4,1.10042
1349,3,5,1.10042
1349,2,5,1.10042
1350,4,5,1.10052
1350,0,1,1.10052
1350,2,4,1.10052
1350,3,2,1.10052
1350,1,3,1.10052
1350,1,1,1.10052
1350,0,0,1.10052
1351,3,2,1.10061
1351,3,4,1.10061
1351,4,1,1.10061
1351,0,5,1.10061
1351,2,5,1.10061
1351,3,3,1.10061
1352,2,4,1.10071
1352,4,0,1.10071
1352,3,2,1.10071
1353,4,0,1.10081
1353,1,5,1.10081
1353,4,1,1.10081
1353,1,1,1.10081
1354,0,4,1.10091
1354,4,0,1.10091
1354,4,2,1.10091
1354,1,6,1.10091
1355,0,4,1.101
1355,0,2,1.101
1355,2,3,1.101
1355,1,1,1.101
1356,1,6,1.1011
1356,4,1,1.1011
1356,4,5,1.1011
1357,2,0,1.1012
1357,1,3,1.1012
1357,2,2,1.1012
1357,4,4,1.1012
1357,0,5,1.1012
1357,3,6,1.1012
1358,2,4,1.10129
1358,0,2,1.10129
1358,3,1,1.10129
1358,3,2,1.10129
1358,4,3,1.10129
1358,4,1,1.10129
1359,1,4,1.10139
1359,1,5,1.10139
1359,1,1,1.10139
1359,4,1,1.10139
1359,0,0,1.10139
1360,0,0,1.10149
1360,1,4,1.10149
1360,2,5,1.10149
1360,0,5,1.10149
1360,4,2,1.10149
1361,0,2,1.10158
1361,0,6,1.10158
1361,1,5,1.10158
1361,3,4,1.10158
1361,2,6,1.10158
1361,1,1,1.10158
1362,0,6,1.10168
1362,2,3,1.10168
1362,0,4,1.10168
1362,4,2,1.10168
1362,4,1,1.10168
1362,1,3,1.10168
1363,4,2,1.10178
1363,3,1,1.10178
1363,0,2,1.10178
1363,1,0,1.10178
1363,1,4,1.10178
1363,1,5,1.10178
1364,0,5,1.10188
1364,3,5,1.10188
1364,2,6,1.10188
1364,1,3,1.10188
1365,1,6,1.10197
1365,4,0,1.10197
1365,2,2,1.10197
1365,3,0,1.10197
1366,4,0,1.10207
1366,3,6,1.10207
1366,3,5,1.10207
1366,3,2,1.10207
1367,3,1,1.10217
1367,3,0,1.10217
1367,2,6,1.10217
1367,0,1,1.10217
1367,4,1,1.10217
1367,1,4,1.10217
1367,2,4,1.10217
1367,0,4,1.10217
1367,2,2,1.10217
1368,1,0,1.10226
1368,1,4,1.10226
1368,3,1,1.10226
1368,3,4,1.10226
1368,2,1,1.10226
1369,3,2,1.10236
1369,2,2,1.10236
1369,2,0,1.10236
1369,4,3,1.10236
1369,0,3,1.10236
1369,3,3,1.10236
1370,0,0,1.10246
1370,4,2,1.10246
1370,3,6,1.10246
1370,0,2,1.10246
1370,0,3,1.10246
1370,2,1,1.10246
1371,3,4,1.10255
1371,2,0,1.10255
1371,1,5,1.10255
1371,4,1,1.10255
1371,1,2,1.10255
1372,2,5,1.10265
1372,1,0,1.10265
1372,1,3,1.10265
1372,4,2,1.10265
1372,2,1,1.10265
1372,0,4,1.10265
1372,4,3,1.10265
1372,2,0,1.10265
1373,4,2,1.10275
1373,2,3,1.10275
1373,3,4,1.10275
1373,2,6,1.10275
1374,4,5,1.10284
1374,3,3,1.10284
1375,3,3,1.10294
1375,0,5,1.10294
1375,1,1,1.10294
1375,3,4,1.10294
1375,2,1,1.10294
1376,1,1,1.10304
1377,4,0,1.10314
1377,1,5,1.10314
1377,2,3,1.10314
1378,0,2,1.10323
1378,3,1,1.10323
1378,0,1,1.10323
1378,3,0,1.10323
1379,2,2,1.10333
1379,1,1,1.10333
1379,3,0,1.10333
1379,3,1,1.10333
1379,4,0,1.10333
1379,2,1,1.10333
1380,3,6,1.10343
1380,2,3,1.10343
1380,4,4,1.10343
1380,2,5,1.10343
1381,0,0,1.10352
1381,4,6,1.10352
1381,3,2,1.10352
1381,3,0,1.10352
1382,0,2,1.10362
1382,1,1,1.10362
1382,2,3,1.10362
1383,3,6,1.10372
1383,2,1,1.10372
1383,0,2,1.10372
1384,4,1,1.10381
1384,3,6,1.10381
1384,0,0,1.10381
1384,2,1,1.10381
1385,2,6,1.10391
1385,3,3,1.10391
1385,0,4,1.10391
1385,3,4,1.10391
1386,0,6,1.10401
1386,2,6,1.10401
1386,2,0,1.10401
1387,3,5,1.10411
1387,0,1,1.10411
1387,2,3,1.10411
1387,4,2,1.10411
1388,2,6,1.1042
1388,3,0,1.1042
1388,3,4,1.1042
1388,1,4,1.1042
1388,3,1,1.1042
1389,4,5,1.1043
1389,1,4,1.1043
1389,2,2,1.1043
1390,3,4,1.1044
1390,0,0,1.1044
1390,4,6,1.1044
1390,1,5,1.1044
1391,2,2,1.10449
1391,3,6,1.10449
1391,4,1,1.10449
1391,4,4,1.10449
1391,4,5,1.10449
1392,3,6,1.10459
1392,0,0,1.10459
1392,3,4,1.10459
1392,2,3,1.10459
1392,0,2,1.10459
1392,2,6,1.10459
1392,3,3,1.10459
1393,2,1,1.10469
1393,2,6,1.10469
1393,0,6,1.10469
1393,2,0,1.10469
1393,4,3,1.10469
1393,0,4,1.10469
1393,3,0,1.10469
1394,0,1,1.10478
1394,3,1,1.10478
1394,1,1,1.10478
1394,2,4,1.10478
1394,4,3,1.10478
1394,1,0,1.10478
1395,4,3,1.10488
1395,1,0,1.10488
1395,1,2,1.10488
1395,4,1,1.10488
1396,3,2,1.10498
1396,3,0,1.10498
1396,1,1,1.10498
1396,2,5,1.10498
1396,4,5,1.10498
1396,1,3,1.10498
1397,2,3,1.10508
1397,3,3,1.10508
1397,2,6,1.10508
1397,0,4,1.10508
1397,3,4,1.10508
1397,4,2,1.10508
1398,4,5,1.10517
1398,4,4,1.10517
1399,2,0,1.10527
1399,0,1,1.10527
1399,0,5,1.10527
1399,2,2,1.10527
1399,1,3,1.10527
1399,3,3,1.10527
1400,0,6,1.10537
1400,3,3,1.10537
1400,1,2,1.10537
1401,4,5,1.10546
1401,4,1,1.10546
1401,2,1,1.10546
1401,0,2,1.10546
1402,1,4,1.10556
1402,4,2,1.10556
1402,0,3,1.10556
1403,3,2,1.10566
1403,1,1,1.10566
1403,0,0,1.10566
1404,4,2,1.10575
1404,1,2,1.10575
1404,4,4,1.10575
1404,1,4,1.10575
1404,4,3,1.10575
1404,2,1,1.10575
1405,3,1,1.10585
1405,4,5,1.10585
1405,2,4,1.10585
1405,3,3,1.10585
1405,2,1,1.10585
1406,0,6,1.10595
1406,1,3,1.10595
1406,3,0,1.10595
1406,4,4,1.10595
1406,2,6,1.10595
1407,1,5,1.10604
1408,0,5,1.10614
1408,0,0,1.10614
1408,3,5,1.10614
1408,2,2,1.10614
1409,2,1,1.10624
1409,1,1,1.10624
1409,0,5,1.10624
1409,1,4,1.10624
1409,4,2,1.10624
1409,1,2,1.10624
1409,3,0,1.10624
1410,4,1,1.10634
1410,4,4,1.10634
1410,3,3,1.10634
1410,0,0,1.10634
1411,3,2,1.10643
1411,3,4,1.10643
1411,4,6,1.10643
1411,4,1,1.10643
1411,0,4,1.10643
1411,2,4,1.10643
1411,3,6,1.10643
1411,3,5,1.10643
1412,2,2,1.10653
1412,1,0,1.10653
1412,3,2,1.10653
1412,3,4,1.10653
1413,1,6,1.10663
1413,3,2,1.10663
1413,4,4,1.10663
1413,4,0,1.10663
1413,2,0,1.10663
1414,0,3,1.10672
1414,2,4,1.10672
1414,1,4,1.10672
1414,2,2,1.10672
1414,1,3,1.10672
1415,1,6,1.10682
1415,2,0,1.10682
1415,2,3,1.10682
1416,1,3,1.10692
1416,2,0,1.10692
1416,4,6,1.10692
1417,3,4,1.10701
1417,3,2,1.10701
1417,4,5,1.10701
1417,4,3,1.10701
1417,1,5,1.10701
1417,3,5,1.10701
1417,0,5,1.10701
1417,3,1,1.10701
1417,2,5,1.10701
1417,0,3,1.10701
1417,0,2,1.10701
1418,0,2,1.10711
1418,2,4,1.10711
1418,2,2,1.10711
1418,4,5,1.10711
1418,1,6,1.10711
1418,2,5,1.10711
1419,4,4,1.10721
1419,0,5,1.10721
1419,0,1,1.10721
1419,1,6,1.10721
1420,4,1,1.10731
1420,3,1,1.10731
1420,2,1,1.10731
1420,3,2,1.10731
1420,2,5,1.10731
1421,3,1,1.1074
1421,4,2,1.1074
1421,4,5,1.1074
1421,0,1,1.1074
1421,0,5,1.1074
1422,2,2,1.1075
1422,1,4,1.1075
1422,2,3,1.1075
1422,4,4,1.1075
1422,4,1,1.1075
1422,3,4,1.1075
1422,0,6,1.1075
1423,4,3,1.1076
1423,4,5,1.1076
1423,1,3,1.1076
1423,0,2,1.1076
1424,3,6,1.10769
1424,3,0,1.10769
1424,2,4,1.10769
1424,4,1,1.10769
1425,3,2,1.10779
1425,2,0,1.10779
1425,2,4,1.10779
1425,3,3,1.10779
1426,1,3,1.10789
1426,3,5,1.10789
1426,3,2,1.10789
1426,4,4,1.10789
1426,1,6,1.10789
1427,2,3,1.10798
1427,0,3,1.10798
1427,2,4,1.10798
1427,4,3,1.10798
1427,3,6,1.10798
1428,3,2,1.10808
1428,2,1,1.10808
1429,0,1,1.10818
1429,0,2,1.10818
1429,0,0,1.10818
1429,1,1,1.10818
1430,1,6,1.10827
1430,0,5,1.10827
1430,3,6,1.10827
1431,4,6,1.10837
1431,0,1,1.10837
1432,4,2,1.10847
1432,4,5,1.10847
1432,0,3,1.10847
1432,1,4,1.10847
1432,0,0,1.10847
1433,4,0,1.10857
1433,3,2,1.10857
1433,2,6,1.10857
1433,4,5,1.10857
1433,3,4,1.10857
1433,1,3,1.10857
1433,4,6,1.10857
1434,1,3,1.10866
1434,2,2,1.10866
1434,3,1,1.10866
1434,2,1,1.10866
1434,2,4,1.10866
1434,1,2,1.10866
1435,3,1,1.10876
1435,1,4,1.10876
1436,4,3,1.10886
1436,3,5,1.10886
1436,3,4,1.10886
1436,0,0,1.10886
1436,3,2,1.10886
1436,2,6,1.10886
1437,2,4,1.10895
1437,3,0,1.10895
1438,0,3,1.10905
1438,0,0,1.10905
1438,2,0,1.10905
1438,4,5,1.10905
1439,0,6,1.10915
1439,4,3,1.10915
1439,0,4,1.10915
1439,4,2,1.10915
1439,3,1,1.10915
1440,2,0,1.10924
1440,3,5,1.10924
1440,4,3,1.10924
1440,3,6,1.10924
1440,1,5,1.10924
1440,2,1,1.10924
1441,1,0,1.10934
1441,4,0,1.10934
1441,1,1,1.10934
1441,1,3,1.10934
1441,1,5,1.10934
1442,1,1,1.10944
1442,3,6,1.10944
1442,2,3,1.10944
1442,0,6,1.10944
1442,0,0,1.10944
1443,4,2,1.10954
1443,1,3,1.10954
1443,2,6,1.10954
1444,4,2,1.10963
1444,3,5,1.10963
1444,0,1,1.10963
1444,4,0,1.10963
1444,2,1,1.10963
1444,2,5,1.10963
1445,4,0,1.10973
1445,0,2,1.10973
1445,3,3,1.10973
1445,0,4,1.10973
1445,3,2,1.10973
1445,0,1,1.10973
1445,3,4,1.10973
1446,3,6,1.10983
1446,2,5,1.10983
1446,0,4,1.10983
1446,4,4,1.10983
1447,0,6,1.10992
1447,2,0,1.10992
1447,3,1,1.10992
1447,4,5,1.10992
1448,3,5,1.11002
1448,0,1,1.11002
1448,1,1,1.11002
1448,1,6,1.11002
1448,2,3,1.11002
1449,4,4,1.11012
1449,2,4,1.11012
1450,4,4,1.11021
1450,4,2,1.11021
1450,2,3,1.11021
1450,1,2,1.11021
1450,2,1,1.11021
1450,3,0,1.11021
1450,2,6,1.11021
1450,3,2,1.11021
1451,4,1,1.11031
1451,4,6,1.11031
1452,3,2,1.11041
1452,0,3,1.11041
1452,3,1,1.11041
1453,2,6,1.1105
1453,0,2,1.1105
1453,0,0,1.1105
1453,3,4,1.1105
1453,2,2,1.1105
1454,0,5,1.1106
1454,4,4,1.1106
1454,4,5,1.1106
1454,3,4,1.1106
1454,0,6,1.1106
1455,2,2,1.1107
1455,2,4,1.1107
1455,1,4,1.1107
1456,1,2,1.1108
1456,4,4,1.1108
1456,3,4,1.1108
1456,2,3,1.1108
1457,1,4,1.11089
1457,0,6,1.11089
1457,4,2,1.11089
1457,3,4,1.11089
1457,3,2,1.11089
1457,1,6,1.11089
1457,0,0,1.11089
1457,2,5,1.11089
1458,1,2,1.11099
1458,1,6,1.11099
1458,4,4,1.11099
1458,1,4,1.11099
1458,1,3,1.11099
1458,2,1,1.11099
1458,0,0,1.11099
1459,4,0,1.11109
1459,4,3,1.11109
1459,4,1,1.11109
1460,0,1,1.11118
1460,0,4,1.11118
1460,0,0,1.11118
1461,4,1,1.11128
1461,2,3,1.11128
1461,1,6,1.11128
1462,4,6,1.11138
1462,0,0,1.11138
1463,4,5,1.11147
1463,0,0,1.11147
1463,0,3,1.11147
1463,3,5,1.11147
1463,3,4,1.11147
1464,4,0,1.11157
1464,3,5,1.11157
1464,3,0,1.11157
1464,4,6,1.11157
1464,1,3,1.11157
1465,3,2,1.11167
1465,2,4,1.11167
1465,2,0,1.11167
1465,3,0,1.11167
1465,0,0,1.11167
1465,1,2,1.11167
1465,3,1,1.11167
1465,1,0,1.11167
1466,1,2,1.11177
1466,1,4,1.11177
1466,2,4,1.11177
1466,2,2,1.11177
1466,3,3,1.11177
1466,4,0,1.11177
1466,0,6,1.11177
1466,0,3,1.11177
1466,1,1,1.11177
1467,1,4,1.11186
1467,1,3,1.11186
1467,1,5,1.11186
1467,2,2,1.11186
1467,0,2,1.11186
1468,0,3,1.11196
1468,4,6,1.11196
1468,3,3,1.11196
1469,4,1,1.11206
1469,2,5,1.11206
1469,3,6,1.11206
1469,2,1,1.11206
1470,1,5,1.11215
1471,0,1,1.11225
1471,1,4,1.11225
1471,0,3,1.11225
1471,1,3,1.11225
1472,0,4,1.11235
1472,2,0,1.11235
1472,4,4,1.11235
1472,4,5,1.11235
1472,4,3,1.11235
1472,1,3,1.11235
1473,2,6,1.11244
1473,1,3,1.11244
1473,0,1,1.11244
1474,1,2,1.11254
1474,2,1,1.11254
1474,2,2,1.11254
1474,4,4,1.11254
1474,0,3,1.11254
1474,4,2,1.11254
1475,0,4,1.11264
1475,3,2,1.11264
1475,4,6,1.11264
1475,3,3,1.11264
1476,3,4,1.11274
1476,4,0,1.11274
1476,0,6,1.11274
1476,3,2,1.11274
1476,4,5,1.11274
1476,2,0,1.11274
1477,3,4,1.11283
1477,0,4,1.11283
1477,1,4,1.11283
1477,2,6,1.11283
1477,3,5,1.11283
1478,1,3,1.11293
1478,2,6,1.11293
1478,3,3,1.11293
1478,3,0,1.11293
1478,4,2,1.11293
1479,4,5,1.11303
1479,0,1,1.11303
1480,4,4,1.11312
1480,1,5,1.11312
1480,0,1,1.11312
1480,1,3,1.11312
1480,3,1,1.11312
1480,0,0,1.11312
1480,2,1,1.11312
1481,3,3,1.11322
1481,0,2,1.11322
1481,4,5,1.11322
1481,1,4,1.11322
1482,4,4,1.11332
1482,2,0,1.11332
1482,0,4,1.11332
1482,1,2,1.11332
1482,1,6,1.11332
1483,3,2,1.11341
1483,2,3,1.11341
1484,1,4,1.11351
1484,3,1,1.11351
1484,3,5,1.11351
1484,4,6,1.11351
1485,2,2,1.11361
1485,3,0,1.11361
1485,4,5,1.11361
1485,0,2,1.11361
1485,1,5,1.11361
1486,0,4,1.1137
1486,3,4,1.1137
1486,4,5,1.1137
1486,1,5,1.1137
1486,2,5,1.1137
1487,2,2,1.1138
1487,1,3,1.1138
1487,0,3,1.1138
1487,1,4,1.1138
1487,4,6,1.1138
1488,4,2,1.1139
1488,4,6,1.1139
1488,0,4,1.1139
1488,0,2,1.1139
1489,4,6,1.114
1489,1,2,1.114
1489,4,0,1.114
1489,0,5,1.114
1490,3,3,1.11409
1490,2,2,1.11409
1490,2,6,1.11409
1490,0,2,1.11409
1490,1,2,1.11409
1491,3,2,1.11419
1491,1,6,1.11419
1491,1,2,1.11419
1491,3,6,1.11419
1491,3,0,1.11419
1492,4,0,1.11429
1492,2,0,1.11429
1492,1,2,1.11429
1492,0,2,1.11429
1492,2,4,1.11429
1493,1,5,1.11438
1493,4,2,1.11438
1493,1,3,1.11438
1493,2,3,1.11438
1493,3,4,1.11438
1493,1,4,1.11438
1493,4,1,1.11438
1493,3,6,1.11438
1493,4,6,1.11438
1493,0,2,1.11438
1494,3,0,1.11448
1494,1,4,1.11448
1495,2,6,1.11458
1495,1,3,1.11458
1495,1,5,1.11458
1495,0,4,1.11458
1495,1,1,1.11458
1495,2,1,1.11458
1495,0,0,1.11458
1496,2,0,1.11467
1496,2,4,1.11467
1496,1,3,1.11467
1496,2,6,1.11467
1497,4,6,1.11477
1497,3,6,1.11477
1497,3,1,1.11477
1497,1,6,1.11477
1497,0,0,1.11477
1498,3,1,1.11487
1498,3,6,1.11487
1499,2,5,1.11497
1499,3,1,1.11497
1499,3,6,1.11497
1499,0,3,1.11497
1500,1,6,1.11506
1500,0,5,1.11506
1500,1,3,1.11506
1500,3,5,1.11506
1500,0,4,1.11506
1500,4,0,1.11506
1500,4,1,1.11506
1501,1,0,1.11516
1501,4,1,1.11516
1501,2,1,1.11516
1501,3,1,1.11516
1501,4,2,1.11516
1501,4,5,1.11516
1502,2,1,1.11526
1502,3,2,1.11526
1502,1,4,1.11526
1502,2,6,1.11526
1502,1,2,1.11526
1502,4,4,1.11526
1503,1,0,1.11535
1503,4,5,1.11535
1503,2,1,1.11535
1503,1,3,1.11535
1503,2,0,1.11535
1503,0,4,1.11535
1503,4,2,1.11535
1503,4,1,1.11535
1504,0,1,1.11545
1504,4,0,1.11545
1504,2,6,1.11545
1504,3,4,1.11545
1504,3,5,1.11545
1505,1,5,1.11555
1505,2,3,1.11555
1505,4,4,1.11555
1505,4,0,1.11555
1506,2,0,1.11564
1506,1,1,1.11564
1506,0,3,1.11564
1506,2,4,1.11564
1506,3,2,1.11564
